Date,scene,Session,CamFrameNum,NumCam,SessionFrameNum,Actions,subject,
2022/8/18,1,12e6ea9002_video,1207,8,9656,skipping rope,subj25,
2022/8/18,1,024ee48401_video,1975,8,15800,pass ball,subj22,
2022/8/18,1,024ee48402_video,982,8,7856,pass ball,subj22,
2022/8/18,1,33f3460c01_video,3003,8,24024,pass ball,subj36,
2022/8/18,1,43c4495801_video,3950,8,31600,strentch lower,subj19,
2022/8/18,1,395b2f5f01_video,4075,8,32600,strentch upper,subj19,
2022/8/18,1,857ffafc01_video,457,8,3656,dribble,subj22,
2022/8/18,1,857ffafc02_video,601,8,4808,dribble,subj22,
2022/8/18,1,857ffafc03_video,826,8,6608,dribble,subj22,
2022/8/18,1,995b6deb01_video,300,8,2400,move mat,subj19,
2022/8/18,1,995b6deb02_video,350,8,2800,skipping rope,subj19,
2022/8/18,1,995b6deb03_video,552,8,4416,skipping rope,subj19,
2022/8/18,1,995b6deb04_video,800,8,6400,skipping rope,subj19,
2022/8/18,1,50046c3401_video,3800,8,30400,shoot ball,subj22,
2022/8/18,1,872836fe01_video,975,8,7800,pass ball,subj19,
2022/8/18,1,872836fe02_video,978,8,7824,pass ball,subj19,
2022/8/18,1,872836fe03_video,681,8,5448,pass ball,subj19,
2022/8/18,1,1614411a01_video,975,8,7800,dribble,subj22,
2022/8/18,1,1614411a02_video,528,8,4224,dribble,subj22,
2022/8/18,1,1614411a03_video,450,8,3600,dribble,subj22,
2022/8/18,1,1614411a04_video,381,8,3048,dribble,subj22,
2022/8/18,1,b8d9278201_video,175,8,1400,move mat,subj25,
2022/8/18,1,b8d9278202_video,907,8,7256,strentch upper,subj25,
2022/8/18,1,b8d9278203_video,2182,8,17456,strentch upper,subj25,
2022/8/18,1,b531023b01_video,702,8,5616,pass ball,subj25,
2022/8/18,1,b531023b02_video,606,8,4848,pass ball,subj25,
2022/8/18,1,b531023b03_video,706,8,5648,pass ball,subj25,
2022/8/18,1,b531023b04_video,560,8,4480,pass ball,subj25,
2022/8/18,1,baa461e101_video,3075,8,24600,dribble,subj25,
2022/8/18,1,baa461e102_video,128,8,1024,shoot,subj25,
2022/8/18,1,c91f57b201_video,2750,8,22000,dribble,subj19,
2022/8/18,1,def36e4c01_video,3304,8,26432,shoot ball,subj36,
2022/8/18,1,e0ca13ab01_video,2607,8,20856,dribble,subj36,
2022/8/18,1,ec0e491a01_video,900,8,7200,shoot ball,subj12,
2022/8/18,1,ec0e491a02_video,1402,8,11216,shoot ball,subj12,
2022/8/18,1,fa8bba1501_video,627,8,5016,shoot ball,subj25,
2022/8/18,1,fa8bba1502_video,578,8,4624,shoot ball,subj25,
2022/8/18,1,fa8bba1503_video,477,8,3816,shoot ball,subj25,
2022/8/18,1,fa8bba1504_video,534,8,4272,shoot ball,subj25,
2022/8/18,1,ffe05db401_video,1050,8,8400,shoot ball,subj19,
2022/8/18,1,ffe05db402_video,406,8,3248,shoot ball,subj19,
2022/8/18,1,ffe05db403_video,1251,8,10008,shoot ball,subj19,
2022/9/25,10,2c5963c001_video,3175,8,25400,photo,subj28,
2022/9/25,10,2c5963c002_video,2106,8,16848,photo,subj26,
2022/9/25,10,2c5963c003_video,1354,8,10832,photo,subj27,
2022/9/25,10,2c5963c004_video,300,8,2400,move table,subj27,
2022/9/25,10,2c5963c005_video,250,8,2000,tie shoe,subj27,
2022/9/25,10,2c5963c006_video,400,8,3200,photo,subj27,
2022/9/25,10,4f636df401_video,1656,8,13248,strentrch upper,subj22,
2022/9/25,10,4f636df402_video,1550,8,12400,strentch upper,subj27,
2022/9/25,10,4f636df403_video,1851,8,14808,strentch upper,subj28,
2022/9/25,10,4f636df404_video,1110,8,8880,strentch upper,subj26,
2022/9/25,1,5c2aedeb01_video,3152,8,25216,shoot,subj05,
2022/9/25,1,5c2aedeb02_video,3127,8,25016,shoot,subj28,
2022/9/25,1,5c2aedeb03_video,2160,8,17280,shoot,subj27,
2022/9/25,1,5c2aedeb04_video,858,8,6864,shoot,subj26,
2022/9/25,1,5c2aedeb05_video,2078,8,16624,shoot,subj26,
2022/9/25,10,6f2cdad701_video,4108,8,32864,phone,subj28,
2022/9/25,10,6f2cdad702_video,1503,8,12024,phone,subj26,
2022/9/25,10,6f2cdad703_video,2275,8,18200,phone,subj27,
2022/9/25,10,50cac99c01_video,3508,8,24560,talk,subj27,
2022/9/25,10,50cac99c02_video,3600,8,25204,talk,subj28,
2022/9/25,10,50cac99c03_video,4632,8,32428,talk,subj26,
2022/9/25,10,50cac99c04_video,4,8,23342,talk,subj22,
2022/9/25,10,05285b5e01_video,3381,8,27048,drink,subj27,
2022/9/25,10,05285b5e02_video,328,8,2624,move table,subj26,DEL
2022/9/25,10,05285b5e03_video,1356,8,10848,drink,subj26,
2022/9/25,10,05285b5e04_video,652,8,5216,move table,subj26,
2022/9/25,10,05285b5e05_video,679,8,5432,sit,subj26,
2022/9/25,10,05285b5e06_video,734,8,5872,move table,subj26,
2022/9/25,10,05285b5e07_video,350,8,2800,drink,subj28,
2022/9/25,10,05285b5e08_video,732,8,5856,drink,subj28,
2022/9/25,10,05285b5e09_video,927,8,7416,drink,subj28,
2022/9/25,1,a69f133d01_video,1708,8,13664,pass ball,subj27,
2022/9/25,1,a69f133d02_video,1977,8,15816,pass ball,subj05,
2022/9/25,1,a69f133d03_video,2402,8,19216,pass ball,subj28,
2022/9/25,1,a69f133d04_video,1684,8,13472,pass ball,subj26,
2022/9/25,1,a69f133d05_video,1407,8,11256,dribble,subj27,
2022/9/25,1,a69f133d06_video,2076,8,16608,dribble,subj05,
2022/9/25,1,a69f133d07_video,1806,8,14448,dribble,subj28,
2022/9/25,1,a69f133d08_video,854,8,6832,dribble,subj26,
2022/9/25,10,d1cd041101_video,2076,8,16608,strentch lower,subj27,
2022/9/25,10,d1cd041102_video,2784,8,22272,strentch lower,subj28,
2022/9/25,10,d1cd041103_video,2210,8,17680,strentch lower,subj26,
2022/9/25,10,e50f290b01_video,2352,8,18816,skip rope,subj28,
2022/9/25,10,e50f290b02_video,1983,8,15864,skip rope,subj27,
2022/9/25,10,e50f290b03_video,3310,8,26480,skip rope,subj26,
2022/9/25,10,ea168b6001_video,2352,8,18816,talk,subj28,
2022/9/25,10,ea168b6002_video,3228,8,25824,dance,subj28,
2022/9/25,10,ee01487001_video,3006,8,24048,aerobics,subj28,
2022/9/25,10,ee01487002_video,2109,8,16872,aerobics,subj22,
2022/9/25,10,ee01487003_video,453,8,3624,posing,subj28,
2022/9/25,10,f9fe839b01_video,2781,8,22248,clearn,subj27,
2022/9/25,10,f9fe839b02_video,3051,8,24408,clean,subj28,
2022/9/25,10,f9fe839b03_video,2532,8,20256,clean,subj26,
2022/9/26,10,f469e7df01_video,528,8,4224,phone,subj11,
2022/9/26,10,f469e7df02_video,1606,8,12848,phone,subj11,
2022/9/26,10,f469e7df03_video,1929,8,15432,tie shoe,subj11,
2022/9/26,10,f469e7df04_video,2328,8,18624,wear headphone,subj11,
2022/9/26,10,f469e7df05_video,506,8,4048,skip rope,subj11,
2022/9/26,10,f469e7df06_video,3225,8,25800,skip rope,subj11,
2022/9/26,10,f469e7df07_video,3056,8,24448,read,subj11,
2022/9/26,10,f469e7df08_video,4284,8,34272,packaging,subj11,
2022/9/26,10,f469e7df09_video,2132,8,17056,write,subj11,
2022/9/26,10,f469e7df10_video,1434,8,11472,drink,subj11,
2022/9/26,10,f469e7df11_video,932,8,7456,drink,subj11,
2022/9/26,10,f469e7df12_video,2850,8,22800,typing,subj11,
2022/9/26,10,0d5bfaea01_video,1752,8,14016,umbrella,subj11,
2022/9/26,10,3e00277301_video,3081,8,24648,skip rope,subj34,
2022/9/26,10,3e00277302_video,1650,8,13200,drink,subj34,
2022/9/26,10,3e00277303_video,1729,8,13832,umbrella,subj34,
2022/9/26,10,3e00277304_video,1603,8,12824,tie shoe,subj34,
2022/9/26,10,3e00277305_video,984,8,7872,move things,subj34,
2022/9/26,10,3e00277306_video,3050,8,24400,sit,subj34,
2022/9/26,10,3e00277307_video,2109,8,16872,read,subj34,
2022/9/26,10,3e00277308_video,4257,8,34056,jacket,subj34,
2022/9/26,10,3e00277309_video,350,8,2800,move chair,subj34,
2022/9/26,10,3e00277310_video,681,8,5448,packge,subj34,
2022/9/26,10,3e00277311_video,603,8,4824,package,subj34,
2022/9/26,10,3e00277312_video,704,8,5632,package,subj34,
2022/9/26,10,3e00277313_video,433,8,3464,package,subj34,
2022/9/26,10,3e00277314_video,2856,8,22848,write,subj34,
2022/9/26,10,3e00277315_video,3608,8,28864,talk,subj34,
2022/9/26,10,a07d9bd401_video,2700,8,21600,take bag,subj11,
2022/9/26,10,f1d53e4a01_video,2257,8,18056,umbrella,subj27,
2022/9/27,10,05ac64c501_video,3400,8,27200,urban,subj30,
2022/9/27,10,05ac64c502_video,3553,8,28424,urban,subj30,
2022/9/27,10,7d22213a01_video,2227,8,17816,breaking,subj06,
2022/9/27,10,7d22213a02_video,1335,8,10680,breaking,subj33,
2022/9/27,10,7d22213a03_video,608,8,4864,breaking,subj10,
2022/9/27,10,7d22213a04_video,2233,8,17864,breaking,subj10,
2022/9/27,10,7d22213a05_video,1603,8,12824,breaking,subj06,
2022/9/27,10,7d22213a06_video,457,8,3656,breaking,subj33,
2022/9/27,10,08c5326901_video,3878,8,31024,strentch,subj30,
2022/9/27,10,08c5326902_video,6156,8,49248,urban,subj30,
2022/9/27,10,31b800e201_video,2450,8,19600,breaking,subj10,
2022/9/27,10,31b800e202_video,1183,8,9464,breaking,subj33,
2022/9/27,10,31b800e203_video,927,8,7416,breaking,subj06,
2022/9/27,10,31b800e204_video,381,8,3048,breaking,subj06,
2022/9/27,10,38e5e50901_video,3576,8,28608,urban,subj30,
2022/9/27,10,2961e6dd01_video,3678,8,29424,urban,subj30,
2022/9/27,10,0825871d01_video,1600,8,12800,breaking,subj06,
2022/9/27,10,0825871d02_video,1183,8,9464,breaking,subj33,
2022/9/27,10,0825871d03_video,1981,8,15848,breaking,subj10,
2022/9/27,10,b533ab8e01_video,5006,8,40048,urban,subj30,
2022/9/27,10,b533ab8e02_video,3156,8,25248,sit/drink,subj30,
2022/9/27,10,b533ab8e03_video,1083,8,8664,tie shoe,subj30,
2022/9/27,10,b533ab8e04_video,4556,8,36448,read,subj30,
2022/9/27,10,b533ab8e05_video,7650,8,61200,urban,subj30,
2022/9/27,10,bca2649d01_video,1500,8,12000,breaking,subj33,
2022/9/27,10,bca2649d02_video,300,8,2400,breaking,subj33,
2022/9/27,10,bca2649d03_video,1210,8,9680,breaking,subj33,
2022/9/27,10,bca2649d04_video,1884,8,15072,breaking,subj06,
2022/9/27,10,bca2649d05_video,1634,8,13072,breaking,subj10,
2022/9/27,10,be9491dc01_video,2202,8,17616,strentch,subj33,
2022/9/27,10,be9491dc02_video,831,8,6648,tie shoe,subj33,
2022/9/27,10,be9491dc03_video,1428,8,11424,breaking,subj33,
2022/9/27,10,be9491dc04_video,1083,8,8664,breaking,subj06,
2022/9/27,10,be9491dc05_video,554,8,4432,strentch,subj10,
2022/9/27,10,be9491dc06_video,602,8,4816,breaking,subj10,
2022/9/27,10,be9491dc07_video,1952,8,15616,breaking,subj10,
2022/9/27,10,c56fd6e001_video,6054,8,48432,urban,subj30,
2022/9/27,10,ce55e3cf01_video,6028,8,48224,urban,subj30,
2022/9/27,10,e212e84601_video,1626,8,13008,talk,subj10,
2022/9/27,10,e212e84602_video,2181,8,17448,breaking,subj10,
2022/9/27,10,e212e84603_video,1560,8,12480,breaking,subj10,
2022/9/28,8,0d14d55801_video,7051,8,56408,hiphop,subj08,
2022/9/28,8,0d14d55802_video,1800,8,14400,urban,subj14,
2022/9/28,8,0d14d55803_video,1375,8,11000,urban,subj14,
2022/9/28,8,0d14d55804_video,956,8,7648,hiphop,subj08,
2022/9/28,8,0d14d55805_video,2384,8,19072,strentch,subj04,
2022/9/28,8,0d14d55806_video,2606,8,20848,relax,subj04,
2022/9/28,8,0d14d55807_video,2850,8,22800,urban,subj04,
2022/9/28,8,0d14d55808_video,6907,8,55256,hiphop,subj08,
2022/9/28,8,0d14d55809_video,6925,8,55400,urban,subj14,
2022/9/28,8,0d14d55810_video,10752,8,86016,wacking,subj04,
2022/9/28,8,0d14d55811_video,5684,8,45472,hiphop,subj08,
2022/9/28,8,0d14d55812_video,5128,8,41024,hiphop,subj14,
2022/9/28,8,0d14d55813_video,10032,8,80256,urban,subj04,
2022/9/28,8,0d14d55814_video,6450,8,51600,hiphop,subj08,
2022/9/28,8,0d14d55815_video,5802,8,46416,urban,subj04,
2022/9/28,10,3ae2d2d201_video,2532,8,20256,strentch,subj03,
2022/9/28,10,3ae2d2d202_video,1026,8,8208,warm up,subj03,
2022/9/28,10,3ae2d2d203_video,907,8,7228,hiphop,subj18,
2022/9/28,10,3ae2d2d204_video,676,8,5464,hiphop,subj16,
2022/9/28,10,3ae2d2d205_video,2186,8,17460,jazz,subj03,
2022/9/28,10,3ae2d2d206_video,3101,8,24864,hiphop,subj16,
2022/9/28,10,5b9c3fee01_video,2401,8,19208,hiphop,subj18,
2022/9/28,10,5b9c3fee02_video,1033,8,8264,hiphop,subj16,
2022/9/28,10,5b9c3fee03_video,2077,8,16616,jazz,subj03,
2022/9/28,8,51ac29bb01_video,6876,8,55008,strentch,subj08,
2022/9/28,8,51ac29bb02_video,7734,8,61872,strentch,subj14,
2022/9/28,8,51ac29bb03_video,1852,8,14816,hiphop,subj08,
2022/9/28,8,51ac29bb04_video,604,8,4832,make hair,subj08,
2022/9/28,8,51ac29bb05_video,2679,8,21432,hiphop,subj08,
2022/9/28,8,51ac29bb06_video,4250,8,34000,urban,subj14,
2022/9/28,5,c99d182f01_video,534,8,4272,talk,subj17,
2022/9/28,5,c99d182f02_video,3381,8,27048,latin,subj17,
2022/9/28,5,c99d182f03_video,1003,8,8024,latin,subj17,
2022/9/28,5,c99d182f04_video,4532,8,36256,hiphop,subj24,
2022/9/28,5,c99d182f05_video,5529,8,44232,latin,subj17,
2022/9/28,5,c99d182f06_video,5508,8,44064,hiphop,subj24,
2022/9/28,5,c99d182f07_video,4478,8,35824,latin,subj17,
2022/9/28,5,c99d182f08_video,2628,8,21024,hiphop,subj24,
2022/9/28,5,c99d182f09_video,825,8,6600,latin,subj17,
2022/9/28,5,c99d182f10_video,3750,8,30000,latin,subj17,
2022/9/28,5,c99d182f11_video,2100,8,16800,hiphop,subj24,
2022/9/28,5,c99d182f12_video,753,8,6024,latin,subj17,
2022/9/28,5,c99d182f13_video,3376,8,27008,latin,subj17,
2022/9/28,10,a154d3ae01_video,3176,8,25408,latin,subj21,
2022/9/28,10,a154d3ae02_video,926,8,7408,hiphop,subj18,
2022/9/28,10,a154d3ae03_video,2700,8,21600,jazz,subj03,
2022/9/28,10,a154d3ae04_video,2859,8,22872,hiphop,subj16,
2022/9/28,10,a154d3ae05_video,3000,7,21000,latin,subj21,
2022/9/28,10,a154d3ae06_video,1329,7,9303,hiphop,subj18,
2022/9/28,10,a154d3ae07_video,1950,7,13650,wacking,subj03,
2022/9/28,10,a154d3ae08_video,1675,7,11725,latin-cam1fall,subj21,
2022/9/28,10,a154d3ae09_video,1084,7,7588,hiphop-cam4fall,subj16,
2022/9/28,10,a154d3ae10_video,1807,7,12649,jazz,subj03,
2022/9/28,10,a154d3ae11_video,1485,7,10395,latin-bundle,subj21,
2022/9/29,11,1a7b141c01_video,11604,8,92832,popping,subj37,
2022/9/29,11,1a7b141c02_video,882,8,7056,kpop,subj13,
2022/9/29,11,1a7b141c03_video,1556,8,12448,kpop,subj09,
2022/9/29,11,1a7b141c04_video,1310,8,10480,kpop,subj09,
2022/9/29,11,1a7b141c05_video,2556,8,20448,jazz,subj09,
2022/9/29,11,1a7b141c06_video,2256,8,18048,jazz,subj01,
2022/9/29,11,1a7b141c07_video,2400,8,19200,jazz,subj01,
2022/9/29,11,95ec39c601_video,1050,8,8400,kpop,subj09,
2022/9/29,11,95ec39c602_video,1160,8,9280,kpop,subj09,
2022/9/29,11,95ec39c603_video,1557,8,12456,kpop,subj09,
2022/9/29,11,95ec39c604_video,2208,8,17664,kpop,subj09,
2022/9/29,11,95ec39c605_video,2552,8,20416,jazz,subj01,
2022/9/29,11,95ec39c606_video,784,8,6272,jazz,subj01,
2022/9/29,11,95ec39c607_video,1158,8,9264,jazz,subj01,
2022/9/29,11,95ec39c608_video,1384,8,11072,jazz,subj01,
2022/9/29,11,95ec39c609_video,1477,8,11816,jazz,subj01,
2022/9/29,11,95ec39c610_video,306,8,2448,jazz,subj01,
2022/9/29,11,95ec39c611_video,954,8,7632,jazz,subj01,
2022/9/29,11,95ec39c612_video,1501,8,12008,hiphop,subj13,
2022/9/29,11,95ec39c613_video,4627,8,37016,kpop,subj13,
2022/9/29,11,95ec39c614_video,1528,8,12224,jazz,subj09,
2022/9/29,11,95ec39c615_video,1975,8,15800,jazz,subj09,
2022/9/29,11,95ec39c616_video,1609,8,12872,jazz,subj09,
2022/9/29,11,95ec39c617_video,800,8,6400,jazz,subj09,
2022/9/29,11,95ec39c618_video,1081,8,8648,jazz,subj09,
2022/9/29,11,95ec39c619_video,2334,8,18672,jazz,subj09,
2022/9/29,11,95ec39c620_video,458,8,3664,play phone,subj01,
2022/9/29,11,95ec39c621_video,758,8,6064,jazz,subj01,
2022/9/29,11,95ec39c622_video,778,8,6224,jazz,subj01,
2022/9/29,11,95ec39c623_video,2833,8,22664,jazz,subj01,
2022/9/29,11,95ec39c624_video,1909,8,15272,jazz,subj01,
2022/9/29,11,95ec39c625_video,1375,8,11000,kpop,subj13,
2022/9/29,11,95ec39c626_video,951,8,7608,kpop,subj13,
2022/9/29,11,95ec39c627_video,957,8,7656,kpop,subj13,
2022/9/29,11,95ec39c628_video,4678,8,37424,kpop,subj13,
2022/9/29,11,461ac1f301_video,1956,8,15648,strentch,subj09,
2022/9/29,11,461ac1f302_video,1200,8,9600,jazz,subj09,
2022/9/29,11,461ac1f303_video,2558,8,20464,jazz,subj09,
2022/9/29,11,461ac1f304_video,2404,8,19232,jazz,subj01,
2022/9/29,11,461ac1f305_video,2808,8,22464,jazz,subj01,
2022/9/29,11,461ac1f306_video,4361,8,34839,jazz,subj09,
2022/9/29,11,461ac1f307_video,2400,8,19207,jazz,subj09,
2022/9/29,11,461ac1f308_video,3009,8,24023,jazz,subj01,
2022/9/29,11,461ac1f309_video,1504,8,12067,jazz,subj01,
2022/9/29,11,461ac1f310_video,2011,8,16039,jazz,subj01,
2022/9/29,11,461ac1f311_video,657,8,5251,jazz,subj09,
2022/9/29,11,461ac1f312_video,2133,8,17015,jazz,subj09,
2022/9/29,11,461ac1f313_video,1283,8,10215,jazz,subj09,
2022/9/29,11,461ac1f314_video,958,8,7615,jazz,subj09,
2022/9/29,11,461ac1f315_video,1234,8,9823,jazz,subj01,
2022/9/29,11,461ac1f316_video,1284,8,10267,jazz,subj01,
2022/9/29,11,461ac1f317_video,2509,8,20023,jazz,subj01,
2022/9/29,11,461ac1f318_video,977,8,7851,jazz,subj09,
2022/9/29,11,461ac1f319_video,2859,8,22867,jazz,subj09,
2022/9/29,11,461ac1f320_video,1561,8,12439,jazz,subj09,
2022/9/29,12,470e095701_video,8878,8,71024,warm up,subj02,
2022/9/29,12,470e095702_video,10084,8,80672,hiphop,subj02,
2022/9/29,12,470e095703_video,9404,8,75232,hiphop,subj02,
2022/9/29,12,470e095704_video,11954,8,95632,hiphop,subj02,
2022/9/29,12,470e095705_video,6000,8,48000,hiphop,subj02,
2022/9/29,12,470e095706_video,1250,8,10000,hiphop,subj02,
2022/9/29,12,470e095707_video,2125,8,17000,hiphop,subj02,
2022/9/29,12,470e095708_video,3650,8,29200,hiphop,subj02,
2022/9/29,12,470e095709_video,1875,8,15000,hiphop,subj02,
2022/9/29,12,470e095710_video,1950,8,15600,hiphop,subj02,
2022/9/29,12,470e095711_video,11450,8,91600,hiphop,subj02,
2022/9/29,11,aed79e7501_video,1050,8,8400,popping,subj37,
2022/9/29,11,aed79e7502_video,931,8,7448,play phone,subj37,
2022/9/29,11,aed79e7503_video,1107,8,8856,popping,subj37,
2022/9/29,11,aed79e7504_video,175,8,1400,popping,subj37,
2022/9/29,11,aed79e7505_video,807,8,6456,popping,subj37,
2022/10/1,8,7d3cdec601_video,3781,8,30248,kpop,subj29,
2022/10/1,8,7d3cdec602_video,5576,8,44608,warm up,subj29,
2022/10/1,8,7d3cdec603_video,3958,8,31664,latin,subj29,
2022/10/1,8,7d3cdec604_video,832,8,6656,latin,subj29,
2022/10/1,8,7d3cdec605_video,1584,8,12672,latin,subj29,
2022/10/1,8,7d3cdec606_video,6108,8,48864,latin,subj29,
2022/10/1,8,7d3cdec607_video,3328,8,26624,latin,subj29,
2022/10/1,8,7d3cdec608_video,627,8,5016,latin,subj29,
2022/10/1,8,7d3cdec609_video,1033,8,8264,latin,subj29,
2022/10/1,8,7d3cdec610_video,1329,8,10632,latin,subj29,
2022/10/1,8,7d3cdec611_video,1404,8,11232,latin,subj29,
2022/10/1,8,7d3cdec612_video,583,8,4664,latin,subj29,
2022/10/1,8,7d3cdec613_video,4050,8,32400,warm up,subj29,
2022/10/1,8,7d3cdec614_video,3056,8,24448,latin,subj29,
2022/10/1,8,7d3cdec615_video,2358,8,18864,latin,subj29,
2022/10/1,8,7d3cdec616_video,450,8,3600,latin,subj29,
2022/10/1,8,39d0461201_video,6360,8,50880,kpop,subj29,
2022/10/1,8,39d0461202_video,3951,8,31608,latin,subj29,
2022/10/1,8,39d0461203_video,784,8,6272,latin,subj29,
2022/10/1,8,39d0461204_video,382,8,3056,latin,subj29,
2022/10/1,8,39d0461205_video,3553,8,28424,latin,subj29,
2022/10/1,8,39d0461206_video,11282,8,90256,hiphop,subj29,
2022/10/1,8,1251be6601_video,3450,8,27600,ballet,subj31,
2022/10/1,8,1251be6602_video,1102,8,8816,ballet,subj31,
2022/10/1,8,1251be6603_video,2110,8,16880,ballet,subj31,
2022/10/1,8,1251be6604_video,2354,8,18832,warm up,subj31,
2022/10/1,8,1251be6605_video,2052,8,16416,ballet,subj31,
2022/10/1,8,1251be6606_video,1610,8,12880,ballet,subj31,
2022/10/1,8,1251be6607_video,1509,8,12072,ballet,subj31,
2022/10/1,8,1251be6608_video,1384,8,11072,ballet,subj31,
2022/10/1,8,1251be6609_video,3160,8,25280,strentch,subj31,
2022/10/1,8,5971db0401_video,3156,8,25248,strentch-cam move,subj31,
2022/10/1,8,5971db0402_video,2058,8,16464,hiphop,subj31,
2022/10/1,8,5971db0403_video,2204,8,17632,hiphop,subj31,
2022/10/1,8,5971db0404_video,781,8,6248,play phone,subj31,
2022/10/1,8,5971db0405_video,2101,8,16808,hiphop,subj31,
2022/10/2,10,8cee0a0501_video,2952,8,23616,rowing,subj22,
2022/10/2,10,8cee0a0502_video,4608,8,36864,strentch,subj20,
2022/10/2,10,8cee0a0503_video,878,8,7024,hiphop,subj20,
2022/10/2,10,8cee0a0504_video,4050,8,32400,hiphop,subj20,
2022/10/2,10,8cee0a0505_video,3608,8,28864,hiphop,subj20,
2022/10/2,10,8cee0a0506_video,4754,8,38032,hiphop,subj20,
2022/10/2,10,8cee0a0507_video,5154,8,41232,hiphop,subj20,
2022/10/2,10,8cee0a0508_video,5283,8,42264,hiphop,subj20,
2022/10/2,10,8cee0a0509_video,3781,8,30248,hiphop,subj20,
2022/10/2,10,8cee0a0510_video,428,8,3424,kick shuttlecock,subj20,
2022/10/2,10,8cee0a0511_video,660,8,5280,kick shuttlecock,subj20,
2022/10/2,10,8cee0a0512_video,1358,8,10864,kick shuttlecock,subj20,
2022/10/2,10,8cee0a0513_video,1206,8,9648,kick shuttlecock,subj20,
2022/10/2,10,45eef97801_video,2904,8,23232,lateral raise,subj22,
2022/10/2,10,45eef97802_video,2700,8,21600,Lateral raise,subj22,
2022/10/2,10,45eef97803_video,3207,8,25656,strentch,subj36,
2022/10/2,10,45eef97804_video,2835,8,22680,gym,subj22,
2022/10/2,10,8538035b01_video,253,8,2024,kick shuttlecock,subj36,
2022/10/2,10,8538035b02_video,1327,8,10616,kick shuttlecock,subj36,
2022/10/2,10,8538035b03_video,784,8,6272,kick shuttlecock,subj36,
2022/10/12,10,5d4d360501_video,660,8,5280,kick shuttlecock,subj19,
2022/10/12,10,5d4d360502_video,1266,8,10128,kick shuttlecock,subj19,
2022/10/12,10,5d4d360503_video,816,8,6528,talk,subj19,
2022/10/12,10,5d4d360504_video,1506,8,12048,stand,subj19,
2022/10/12,10,5d4d360505_video,1086,8,8688,squat,subj19,
2022/10/12,10,5d4d360506_video,486,8,3888,squat,subj19,
2022/10/12,10,5d4d360507_video,546,8,4368,squat,subj19,
2022/10/12,10,5d4d360508_video,666,8,5328,squat,subj19,
2022/10/12,10,5d4d360509_video,1176,8,9408,arm curl,subj19,
2022/10/12,10,5d4d360510_video,510,8,4080,arm curl,subj19,
2022/10/12,10,5d4d360511_video,576,8,4608,arm curl,subj19,
2022/10/12,10,5d4d360512_video,510,8,4080,arm curl,subj19,
2022/10/12,10,5d4d360513_video,1326,8,10608,arm lifting,subj22,
2022/10/12,10,5d4d360514_video,606,8,4848,arm lifting,subj22,
2022/10/12,10,5d4d360515_video,216,8,1728,arm lifting,subj22,
2022/10/12,10,5d4d360516_video,810,8,6480,squat,subj22,
2022/10/12,10,5d4d360517_video,396,8,3168,squat,subj22,
2022/10/12,10,5d4d360518_video,510,8,4080,squat,subj22,
2022/10/12,10,5d4d360519_video,786,8,6288,squat,subj22,
2022/10/12,10,5d4d360520_video,936,8,7488,posing,subj22,
2022/10/12,10,5d4d360521_video,1230,8,9840,arm lifting,subj19,
2022/10/12,10,5d4d360522_video,1206,8,9648,arm lifting,subj19,
2022/10/12,10,5d4d360523_video,816,8,6528,arm lifting,subj19,
2022/10/12,10,5d4d360524_video,1050,8,8400,arm lifting,subj19,
2022/10/12,10,5d4d360525_video,1206,8,9648,squat,subj19,
2022/10/12,10,5d4d360526_video,966,8,7728,squat,subj19,
2022/10/12,10,ebbdbef701_video,390,8,3120,move mat,subj22,
2022/10/12,10,ebbdbef702_video,780,8,6240,jump,subj19,
2022/10/12,10,ebbdbef703_video,750,8,6000,jump,subj19,
2022/10/12,10,ebbdbef704_video,456,8,3648,jump,subj19,
2022/10/12,10,ebbdbef705_video,390,8,3120,jump,subj19,
2022/10/12,10,ebbdbef706_video,360,8,2880,mave chair,subj19,
2022/10/12,10,ebbdbef707_video,690,8,5520,jump,subj19,
2022/10/12,10,ebbdbef708_video,816,8,6528,jump,subj19,
2022/10/12,10,ebbdbef709_video,660,8,5280,jump,subj19,
2022/10/12,10,ebbdbef710_video,600,8,4800,jump,subj19,
2022/10/12,10,ebbdbef711_video,690,8,5520,step high,subj22,
2022/10/12,10,ebbdbef712_video,636,8,5088,step high,subj22,
2022/10/12,10,ebbdbef713_video,570,8,4560,step high,subj22,
2022/10/12,10,ebbdbef714_video,666,8,5328,step high,subj22,
2022/10/12,10,ebbdbef715_video,906,8,7248,kick shuttlecock,subj15,
2022/10/12,10,ebbdbef716_video,756,8,6048,kick shuttlecock,subj15,
2022/10/12,10,ebbdbef717_video,900,8,7200,kick shuttlecock,subj15,
2022/10/12,10,ebbdbef718_video,510,8,4080,tie shoe,subj15,
2022/10/12,10,ebbdbef719_video,306,8,2448,kick shuttlecock,subj15,
2022/10/12,10,ebbdbef720_video,516,8,4128,leg lifting,subj19,
2022/10/12,10,ebbdbef721_video,750,8,6000,leg lifting,subj19,
2022/10/12,10,ebbdbef722_video,186,8,1488,leg lifting,subj19,
2022/10/12,10,ebbdbef723_video,246,8,1968,leg lifting,subj19,
2022/10/12,10,ebbdbef724_video,1056,8,8448,sit,subj15,
2022/10/12,10,ebbdbef725_video,930,8,7440,sit,subj15,
